web,motif,species,count
Postmonsoon,S2,Tachybaptus ruficollis,131
Postmonsoon,S2,Tadorna ferruginea,54
Postmonsoon,S2,Tadploes,27
Postmonsoon,S2,Threskiornis melanocephalus,144
Postmonsoon,S2,Trichogaster fasciata,379
Postmonsoon,S2,Trichogaster lalius,189
Postmonsoon,S2,Tringa glareola,12
Postmonsoon,S2,Tringa nebularia,56
Postmonsoon,S2,Tringa ochropus,53
Postmonsoon,S2,Tringa stagnatilis,53
Postmonsoon,S2,Tringa tetanus,31
Postmonsoon,S2,Vanellus indicus,31
Postmonsoon,S2,Vanellus malabaricus,31
Postmonsoon,S2,Varanus bengalensis,7
Postmonsoon,S2,Xenentodon cancila,138
Postmonsoon,S2,Xenus cinereus,53
Postmonsoon,S4,Acridotheres ginginianus,10
Postmonsoon,S4,Alcedo atthis,117
Postmonsoon,S4,Alona pulchella,272
Postmonsoon,S4,Amaurornis phoenicurus,85
Postmonsoon,S4,Anas acuta,26
Postmonsoon,S4,Anas poecilorhyncha,26
Postmonsoon,S4,Anastomus oscitans,78
Postmonsoon,S4,Anhinga melanogaster,36
Postmonsoon,S4,Anisops campbelli,642
Postmonsoon,S4,Aplocheilus panchax,575
Postmonsoon,S4,Aquarius adelaides,655
Postmonsoon,S4,Arcella discoides,272
Postmonsoon,S4,Ardea alba,131
Postmonsoon,S4,Ardea cinerea,430
Postmonsoon,S4,Ardea intermedia,131
Postmonsoon,S4,Ardea purpurea,159
Postmonsoon,S4,Ardeola grayii,234
Postmonsoon,S4,Asplanchna brightwelli,272
Postmonsoon,S4,Badis badis,732
Postmonsoon,S4,Big fish juveniles,887
Postmonsoon,S4,Brachionus calyciflorus,270
Postmonsoon,S4,Brachionus forficula,270
Postmonsoon,S4,Bubulcus ibis,67
Postmonsoon,S4,Calidris minuta,43
Postmonsoon,S4,Carp sp.,130
Postmonsoon,S4,Centropus bengalensis,25
Postmonsoon,S4,Centropyxis aculeata,272
Postmonsoon,S4,Ceryle rudis,117
Postmonsoon,S4,Channa gachua,364
Postmonsoon,S4,Channa punctata,361
Postmonsoon,S4,Channa striata,361
Postmonsoon,S4,Charadrius dubius,15
Postmonsoon,S4,Chlidonias hybrida,140
Postmonsoon,S4,Chroicocephalus brunnicephalus,119
Postmonsoon,S4,Circus aeruginosus,31
Postmonsoon,S4,Coracias benghalensis,49
Postmonsoon,S4,Coronatella rectangula,272
Postmonsoon,S4,Dendrocygna javanica,140
Postmonsoon,S4,Detritus,267
Postmonsoon,S4,Dicrurus caerulescens,0
Postmonsoon,S4,Diplonychus annulatus,273
Postmonsoon,S4,Diplonychus rusticus,279
Postmonsoon,S4,Duttaphrynus melanostictus,294
Postmonsoon,S4,Egretta garzetta,207
Postmonsoon,S4,Enhydris enhydris,117
Postmonsoon,S4,Euphlyctis cyanophlyctis,304
Postmonsoon,S4,Felis chaus,25
Postmonsoon,S4,Fowlea piscator,99
Postmonsoon,S4,Fulica atra,26
Postmonsoon,S4,Gallinula chloropus,42
Postmonsoon,S4,Glossogobius giuris,261
Postmonsoon,S4,Green Algae,169
Postmonsoon,S4,Halcyon smyrnensis,117
Postmonsoon,S4,Haliaeetus leucogaster,178
Postmonsoon,S4,Herbaceous aquatic plants,434
Postmonsoon,S4,Heteropneustes fossilis,383
Postmonsoon,S4,Himantopus himantopus,15
Postmonsoon,S4,Hirundo rustica,15
Postmonsoon,S4,Hoplobatrachus tigerinus,236
Postmonsoon,S4,Hydrophasianus chirurgus,26
Postmonsoon,S4,Hydrovatus confertus,642
Postmonsoon,S4,Keratella lenzi,270
Postmonsoon,S4,Laccotrephes griseus,655
Postmonsoon,S4,Laccotrephes ruber,655
Postmonsoon,S4,Lecane aculeata,270
Postmonsoon,S4,Lecane bulla,270
Postmonsoon,S4,Limnogonus fossarum,655
Postmonsoon,S4,Lissemys punctata,293
Postmonsoon,S4,Macrobrachium equidens,581
Postmonsoon,S4,Macrobrachium malcolmsonii,350
Postmonsoon,S4,Macrobrachium rosenbergii,350
Postmonsoon,S4,Macrobrachium rude,631
Postmonsoon,S4,Macrognathus pancalus,505
Postmonsoon,S4,Macrothrix goeldi,272
Postmonsoon,S4,Macrothrix spinosa,272
Postmonsoon,S4,Mastacembelus armatus,226
Postmonsoon,S4,Merops orientalis,0
Postmonsoon,S4,Merops philippinus,0
Postmonsoon,S4,Mesocyclops leukarti,282
Postmonsoon,S4,Metopidius indicus,26
Postmonsoon,S4,Microcarbo niger,173
Postmonsoon,S4,Microhyla mymensinghensis,337
Postmonsoon,S4,Minervarya agricola,350
Postmonsoon,S4,Mosquito larvae,39
Postmonsoon,S4,Motacilla alba,26
Postmonsoon,S4,Motacilla citreola,15
Postmonsoon,S4,Motacilla tschutschensis,15
Postmonsoon,S4,Mycteria leucocephala,374
Postmonsoon,S4,Mystus tengara,332
Postmonsoon,S4,Mystus vittatus,330
Postmonsoon,S4,Naja naja,32
Postmonsoon,S4,Netta rufina,38
Postmonsoon,S4,Nettapus coromandelianus,58
Postmonsoon,S4,Netuma thalassina,226
Postmonsoon,S4,Notopterus notopterus,567
Postmonsoon,S4,Numenius arquata,15
Postmonsoon,S4,Nycticorax nycticorax,131
Postmonsoon,S4,Odonata sp.,136
Postmonsoon,S4,Oreochromis niloticus,498
Postmonsoon,S4,Oriolus kundoo,0
Postmonsoon,S4,Oriolus xanthornus,0
Postmonsoon,S4,Parambassis baculis,558
Postmonsoon,S4,Pethia phutunio,732
Postmonsoon,S4,Phalacrocorax fuscicollis,36
Postmonsoon,S4,Plegadis falcinellus,106
Postmonsoon,S4,Pluvialis fulva,15
Postmonsoon,S4,Polypedates maculatus,334
Postmonsoon,S4,Porphyrio poliocephalus,26
Postmonsoon,S4,Prionailurus viverrinus,187
Postmonsoon,S4,Puntius vittatus,525
Postmonsoon,S4,Ranatra elongata,179
Postmonsoon,S4,Ranatra filiformis,184
Postmonsoon,S4,Ranatra varipes,200
Postmonsoon,S4,Rasbora daniconius,618
Postmonsoon,S4,Scapholeberis kingi,282
Postmonsoon,S4,Spatula querquedula,26
Postmonsoon,S4,Spilornis cheela,3
Postmonsoon,S4,Sterna aurantia,140
Postmonsoon,S4,Sternula albifrons,66
Postmonsoon,S4,Tachybaptus ruficollis,140
Postmonsoon,S4,Tadorna ferruginea,73
Postmonsoon,S4,Tadploes,272
Postmonsoon,S4,Threskiornis melanocephalus,105
Postmonsoon,S4,Trichogaster fasciata,796
Postmonsoon,S4,Trichogaster lalius,869
Postmonsoon,S4,Tringa glareola,66
Postmonsoon,S4,Tringa nebularia,55
Postmonsoon,S4,Tringa ochropus,43
Postmonsoon,S4,Tringa stagnatilis,43
Postmonsoon,S4,Tringa tetanus,15
Postmonsoon,S4,Vanellus indicus,15
Postmonsoon,S4,Vanellus malabaricus,15
Postmonsoon,S4,Varanus bengalensis,13
Postmonsoon,S4,Xenentodon cancila,208
Postmonsoon,S4,Xenus cinereus,43
Postmonsoon,S5,Acridotheres ginginianus,135
Postmonsoon,S5,Alcedo atthis,1090
Postmonsoon,S5,Alona pulchella,100
Postmonsoon,S5,Amaurornis phoenicurus,1058
Postmonsoon,S5,Anas acuta,783
Postmonsoon,S5,Anas poecilorhyncha,783
Postmonsoon,S5,Anastomus oscitans,430
Postmonsoon,S5,Anhinga melanogaster,340
Postmonsoon,S5,Anisops campbelli,2234
Postmonsoon,S5,Aplocheilus panchax,1006
Postmonsoon,S5,Aquarius adelaides,2192
Postmonsoon,S5,Arcella discoides,100
Postmonsoon,S5,Ardea alba,1105
Postmonsoon,S5,Ardea cinerea,1035
Postmonsoon,S5,Ardea intermedia,1105
Postmonsoon,S5,Ardea purpurea,1091
Postmonsoon,S5,Ardeola grayii,1198
Postmonsoon,S5,Asplanchna brightwelli,100
Postmonsoon,S5,Badis badis,1176
Postmonsoon,S5,Big fish juveniles,915
Postmonsoon,S5,Brachionus calyciflorus,118
Postmonsoon,S5,Brachionus forficula,118
Postmonsoon,S5,Bubulcus ibis,1036
Postmonsoon,S5,Calidris minuta,853
Postmonsoon,S5,Carp sp.,248
Postmonsoon,S5,Centropus bengalensis,828
Postmonsoon,S5,Centropyxis aculeata,100
Postmonsoon,S5,Ceryle rudis,1090
Postmonsoon,S5,Channa gachua,1094
Postmonsoon,S5,Channa punctata,916
Postmonsoon,S5,Channa striata,916
Postmonsoon,S5,Charadrius dubius,759
Postmonsoon,S5,Chlidonias hybrida,1129
Postmonsoon,S5,Chroicocephalus brunnicephalus,1118
Postmonsoon,S5,Circus aeruginosus,151
Postmonsoon,S5,Coracias benghalensis,140
Postmonsoon,S5,Coronatella rectangula,100
Postmonsoon,S5,Dendrocygna javanica,344
Postmonsoon,S5,Detritus,72
Postmonsoon,S5,Dicrurus caerulescens,7
Postmonsoon,S5,Diplonychus annulatus,2140
Postmonsoon,S5,Diplonychus rusticus,2188
Postmonsoon,S5,Duttaphrynus melanostictus,812
Postmonsoon,S5,Egretta garzetta,1187
Postmonsoon,S5,Enhydris enhydris,389
Postmonsoon,S5,Euphlyctis cyanophlyctis,818
Postmonsoon,S5,Felis chaus,101
Postmonsoon,S5,Fowlea piscator,367
Postmonsoon,S5,Fulica atra,783
Postmonsoon,S5,Gallinula chloropus,852
Postmonsoon,S5,Glossogobius giuris,1039
Postmonsoon,S5,Green Algae,312
Postmonsoon,S5,Halcyon smyrnensis,1090
Postmonsoon,S5,Haliaeetus leucogaster,322
Postmonsoon,S5,Herbaceous aquatic plants,266
Postmonsoon,S5,Heteropneustes fossilis,317
Postmonsoon,S5,Himantopus himantopus,759
Postmonsoon,S5,Hirundo rustica,759
Postmonsoon,S5,Hoplobatrachus tigerinus,792
Postmonsoon,S5,Hydrophasianus chirurgus,783
Postmonsoon,S5,Hydrovatus confertus,2137
Postmonsoon,S5,Keratella lenzi,118
Postmonsoon,S5,Laccotrephes griseus,2192
Postmonsoon,S5,Laccotrephes ruber,2192
Postmonsoon,S5,Lecane aculeata,118
Postmonsoon,S5,Lecane bulla,118
Postmonsoon,S5,Limnogonus fossarum,2192
Postmonsoon,S5,Lissemys punctata,1149
Postmonsoon,S5,Macrobrachium equidens,425
Postmonsoon,S5,Macrobrachium malcolmsonii,853
Postmonsoon,S5,Macrobrachium rosenbergii,853
Postmonsoon,S5,Macrobrachium rude,489
Postmonsoon,S5,Macrognathus pancalus,1062
Postmonsoon,S5,Macrothrix goeldi,100
Postmonsoon,S5,Macrothrix spinosa,100
Postmonsoon,S5,Mastacembelus armatus,1000
Postmonsoon,S5,Merops orientalis,7
Postmonsoon,S5,Merops philippinus,7
Postmonsoon,S5,Mesocyclops leukarti,110
Postmonsoon,S5,Metopidius indicus,783
Postmonsoon,S5,Microcarbo niger,593
Postmonsoon,S5,Microhyla mymensinghensis,871
Postmonsoon,S5,Minervarya agricola,918
Postmonsoon,S5,Mosquito larvae,49
Postmonsoon,S5,Motacilla alba,766
Postmonsoon,S5,Motacilla citreola,759
Postmonsoon,S5,Motacilla tschutschensis,759
Postmonsoon,S5,Mycteria leucocephala,1000
Postmonsoon,S5,Mystus tengara,210
Postmonsoon,S5,Mystus vittatus,223
Postmonsoon,S5,Naja naja,113
Postmonsoon,S5,Netta rufina,812
Postmonsoon,S5,Nettapus coromandelianus,877
Postmonsoon,S5,Netuma thalassina,323
Postmonsoon,S5,Notopterus notopterus,1084
Postmonsoon,S5,Numenius arquata,759
Postmonsoon,S5,Nycticorax nycticorax,1105
Postmonsoon,S5,Odonata sp.,234
Postmonsoon,S5,Oreochromis niloticus,956
Postmonsoon,S5,Oriolus kundoo,7
Postmonsoon,S5,Oriolus xanthornus,7
Postmonsoon,S5,Parambassis baculis,986
Postmonsoon,S5,Pethia phutunio,1176
Postmonsoon,S5,Phalacrocorax fuscicollis,340
Postmonsoon,S5,Plegadis falcinellus,461
Postmonsoon,S5,Pluvialis fulva,759
Postmonsoon,S5,Polypedates maculatus,847
Postmonsoon,S5,Porphyrio poliocephalus,783
Postmonsoon,S5,Prionailurus viverrinus,754
Postmonsoon,S5,Puntius vittatus,1034
Postmonsoon,S5,Ranatra elongata,1926
Postmonsoon,S5,Ranatra filiformis,1926
Postmonsoon,S5,Ranatra varipes,1966
Postmonsoon,S5,Rasbora daniconius,1083
Postmonsoon,S5,Scapholeberis kingi,110
Postmonsoon,S5,Spatula querquedula,783
Postmonsoon,S5,Spilornis cheela,11
Postmonsoon,S5,Sterna aurantia,1129
Postmonsoon,S5,Sternula albifrons,444
Postmonsoon,S5,Tachybaptus ruficollis,1129
Postmonsoon,S5,Tadorna ferruginea,905
Postmonsoon,S5,Tadploes,143
Postmonsoon,S5,Threskiornis melanocephalus,1068
Postmonsoon,S5,Trichogaster fasciata,1218
Postmonsoon,S5,Trichogaster lalius,889
Postmonsoon,S5,Tringa glareola,444
Postmonsoon,S5,Tringa nebularia,864
Postmonsoon,S5,Tringa ochropus,853
Postmonsoon,S5,Tringa stagnatilis,853
Postmonsoon,S5,Tringa tetanus,759
Postmonsoon,S5,Vanellus indicus,759
Postmonsoon,S5,Vanellus malabaricus,759
Postmonsoon,S5,Varanus bengalensis,138
Postmonsoon,S5,Xenentodon cancila,793
Postmonsoon,S5,Xenus cinereus,853
Postmonsoon,D1,Acridotheres ginginianus,0
Postmonsoon,D1,Alcedo atthis,29
Postmonsoon,D1,Alona pulchella,0
Postmonsoon,D1,Amaurornis phoenicurus,29
Postmonsoon,D1,Anas acuta,9
Postmonsoon,D1,Anas poecilorhyncha,9
Postmonsoon,D1,Anastomus oscitans,0
Postmonsoon,D1,Anhinga melanogaster,0
Postmonsoon,D1,Anisops campbelli,0
Postmonsoon,D1,Aplocheilus panchax,79
Postmonsoon,D1,Aquarius adelaides,0
Postmonsoon,D1,Arcella discoides,0
Postmonsoon,D1,Ardea alba,29
Postmonsoon,D1,Ardea cinerea,32
Postmonsoon,D1,Ardea intermedia,29
Postmonsoon,D1,Ardea purpurea,30
Postmonsoon,D1,Ardeola grayii,29
Postmonsoon,D1,Asplanchna brightwelli,0
Postmonsoon,D1,Badis badis,79
Postmonsoon,D1,Big fish juveniles,0
Postmonsoon,D1,Brachionus calyciflorus,0
Postmonsoon,D1,Brachionus forficula,0
Postmonsoon,D1,Bubulcus ibis,29
Postmonsoon,D1,Calidris minuta,9
Postmonsoon,D1,Carp sp.,0
Postmonsoon,D1,Centropus bengalensis,9
Postmonsoon,D1,Centropyxis aculeata,0
Postmonsoon,D1,Ceryle rudis,29
Postmonsoon,D1,Channa gachua,29
Postmonsoon,D1,Channa punctata,40
Postmonsoon,D1,Channa striata,40
Postmonsoon,D1,Charadrius dubius,9
Postmonsoon,D1,Chlidonias hybrida,29
Postmonsoon,D1,Chroicocephalus brunnicephalus,29
Postmonsoon,D1,Circus aeruginosus,0
Postmonsoon,D1,Coracias benghalensis,1
Postmonsoon,D1,Coronatella rectangula,0
Postmonsoon,D1,Dendrocygna javanica,3
Postmonsoon,D1,Detritus,0
Postmonsoon,D1,Dicrurus caerulescens,0
Postmonsoon,D1,Diplonychus annulatus,199
Postmonsoon,D1,Diplonychus rusticus,267
Postmonsoon,D1,Duttaphrynus melanostictus,9
Postmonsoon,D1,Egretta garzetta,29
Postmonsoon,D1,Enhydris enhydris,0
Postmonsoon,D1,Euphlyctis cyanophlyctis,9
Postmonsoon,D1,Felis chaus,1
Postmonsoon,D1,Fowlea piscator,4
Postmonsoon,D1,Fulica atra,9
Postmonsoon,D1,Gallinula chloropus,9
Postmonsoon,D1,Glossogobius giuris,29
Postmonsoon,D1,Green Algae,0
Postmonsoon,D1,Halcyon smyrnensis,29
Postmonsoon,D1,Haliaeetus leucogaster,3
Postmonsoon,D1,Herbaceous aquatic plants,0
Postmonsoon,D1,Heteropneustes fossilis,0
Postmonsoon,D1,Himantopus himantopus,9
Postmonsoon,D1,Hirundo rustica,9
Postmonsoon,D1,Hoplobatrachus tigerinus,13
Postmonsoon,D1,Hydrophasianus chirurgus,9
Postmonsoon,D1,Hydrovatus confertus,0
Postmonsoon,D1,Keratella lenzi,0
Postmonsoon,D1,Laccotrephes griseus,0
Postmonsoon,D1,Laccotrephes ruber,0
Postmonsoon,D1,Lecane aculeata,0
Postmonsoon,D1,Lecane bulla,0
Postmonsoon,D1,Limnogonus fossarum,0
Postmonsoon,D1,Lissemys punctata,26
Postmonsoon,D1,Macrobrachium equidens,0
Postmonsoon,D1,Macrobrachium malcolmsonii,9
Postmonsoon,D1,Macrobrachium rosenbergii,9
Postmonsoon,D1,Macrobrachium rude,0
Postmonsoon,D1,Macrognathus pancalus,29
Postmonsoon,D1,Macrothrix goeldi,0
Postmonsoon,D1,Macrothrix spinosa,0
Postmonsoon,D1,Mastacembelus armatus,29
Postmonsoon,D1,Merops orientalis,0
Postmonsoon,D1,Merops philippinus,0
Postmonsoon,D1,Mesocyclops leukarti,0
Postmonsoon,D1,Metopidius indicus,9
Postmonsoon,D1,Microcarbo niger,0
Postmonsoon,D1,Microhyla mymensinghensis,9
Postmonsoon,D1,Minervarya agricola,9
Postmonsoon,D1,Mosquito larvae,0
Postmonsoon,D1,Motacilla alba,9
Postmonsoon,D1,Motacilla citreola,9
Postmonsoon,D1,Motacilla tschutschensis,9
Postmonsoon,D1,Mycteria leucocephala,32
Postmonsoon,D1,Mystus tengara,0
Postmonsoon,D1,Mystus vittatus,0
Postmonsoon,D1,Naja naja,0
Postmonsoon,D1,Netta rufina,9
Postmonsoon,D1,Nettapus coromandelianus,9
Postmonsoon,D1,Netuma thalassina,10
Postmonsoon,D1,Notopterus notopterus,26
Postmonsoon,D1,Numenius arquata,9
Postmonsoon,D1,Nycticorax nycticorax,29
Postmonsoon,D1,Odonata sp.,0
Postmonsoon,D1,Oreochromis niloticus,9
Postmonsoon,D1,Oriolus kundoo,0
Postmonsoon,D1,Oriolus xanthornus,0
Postmonsoon,D1,Parambassis baculis,76
Postmonsoon,D1,Pethia phutunio,79
Postmonsoon,D1,Phalacrocorax fuscicollis,0
Postmonsoon,D1,Plegadis falcinellus,1
Postmonsoon,D1,Pluvialis fulva,9
Postmonsoon,D1,Polypedates maculatus,9
Postmonsoon,D1,Porphyrio poliocephalus,9
Postmonsoon,D1,Prionailurus viverrinus,14
Postmonsoon,D1,Puntius vittatus,79
Postmonsoon,D1,Ranatra elongata,440
Postmonsoon,D1,Ranatra filiformis,440
Postmonsoon,D1,Ranatra varipes,351
Postmonsoon,D1,Rasbora daniconius,79
Postmonsoon,D1,Scapholeberis kingi,0
Postmonsoon,D1,Spatula querquedula,9
Postmonsoon,D1,Spilornis cheela,0
Postmonsoon,D1,Sterna aurantia,29
Postmonsoon,D1,Sternula albifrons,0
Postmonsoon,D1,Tachybaptus ruficollis,29
Postmonsoon,D1,Tadorna ferruginea,9
Postmonsoon,D1,Tadploes,0
Postmonsoon,D1,Threskiornis melanocephalus,27
Postmonsoon,D1,Trichogaster fasciata,54
Postmonsoon,D1,Trichogaster lalius,0
Postmonsoon,D1,Tringa glareola,0
Postmonsoon,D1,Tringa nebularia,9
Postmonsoon,D1,Tringa ochropus,9
Postmonsoon,D1,Tringa stagnatilis,9
Postmonsoon,D1,Tringa tetanus,9
Postmonsoon,D1,Vanellus indicus,9
Postmonsoon,D1,Vanellus malabaricus,9
Postmonsoon,D1,Varanus bengalensis,1
Postmonsoon,D1,Xenentodon cancila,9
Postmonsoon,D1,Xenus cinereus,9
Postmonsoon,D2,Acridotheres ginginianus,0
Postmonsoon,D2,Alcedo atthis,0
Postmonsoon,D2,Alona pulchella,0
Postmonsoon,D2,Amaurornis phoenicurus,0
Postmonsoon,D2,Anas acuta,0
Postmonsoon,D2,Anas poecilorhyncha,0
Postmonsoon,D2,Anastomus oscitans,0
Postmonsoon,D2,Anhinga melanogaster,0
Postmonsoon,D2,Anisops campbelli,30
Postmonsoon,D2,Aplocheilus panchax,21
Postmonsoon,D2,Aquarius adelaides,30
Postmonsoon,D2,Arcella discoides,0
Postmonsoon,D2,Ardea alba,0
Postmonsoon,D2,Ardea cinerea,0
Postmonsoon,D2,Ardea intermedia,0
Postmonsoon,D2,Ardea purpurea,0
Postmonsoon,D2,Ardeola grayii,0
Postmonsoon,D2,Asplanchna brightwelli,0
Postmonsoon,D2,Badis badis,21
Postmonsoon,D2,Big fish juveniles,6
Postmonsoon,D2,Brachionus calyciflorus,0
Postmonsoon,D2,Brachionus forficula,0
Postmonsoon,D2,Bubulcus ibis,0
Postmonsoon,D2,Calidris minuta,0
Postmonsoon,D2,Carp sp.,0
Postmonsoon,D2,Centropus bengalensis,0
Postmonsoon,D2,Centropyxis aculeata,0
Postmonsoon,D2,Ceryle rudis,0
Postmonsoon,D2,Channa gachua,3
Postmonsoon,D2,Channa punctata,60
Postmonsoon,D2,Channa striata,60
Postmonsoon,D2,Charadrius dubius,0
Postmonsoon,D2,Chlidonias hybrida,0
Postmonsoon,D2,Chroicocephalus brunnicephalus,0
Postmonsoon,D2,Circus aeruginosus,0
Postmonsoon,D2,Coracias benghalensis,0
Postmonsoon,D2,Coronatella rectangula,0
Postmonsoon,D2,Dendrocygna javanica,0
Postmonsoon,D2,Detritus,1
Postmonsoon,D2,Dicrurus caerulescens,0
Postmonsoon,D2,Diplonychus annulatus,21
Postmonsoon,D2,Diplonychus rusticus,28
Postmonsoon,D2,Duttaphrynus melanostictus,0
Postmonsoon,D2,Egretta garzetta,0
Postmonsoon,D2,Enhydris enhydris,0
Postmonsoon,D2,Euphlyctis cyanophlyctis,1
Postmonsoon,D2,Felis chaus,0
Postmonsoon,D2,Fowlea piscator,2
Postmonsoon,D2,Fulica atra,0
Postmonsoon,D2,Gallinula chloropus,0
Postmonsoon,D2,Glossogobius giuris,3
Postmonsoon,D2,Green Algae,1
Postmonsoon,D2,Halcyon smyrnensis,0
Postmonsoon,D2,Haliaeetus leucogaster,0
Postmonsoon,D2,Herbaceous aquatic plants,1
Postmonsoon,D2,Heteropneustes fossilis,3
Postmonsoon,D2,Himantopus himantopus,0
Postmonsoon,D2,Hirundo rustica,0
Postmonsoon,D2,Hoplobatrachus tigerinus,2
Postmonsoon,D2,Hydrophasianus chirurgus,0
Postmonsoon,D2,Hydrovatus confertus,30
Postmonsoon,D2,Keratella lenzi,0
Postmonsoon,D2,Laccotrephes griseus,30
Postmonsoon,D2,Laccotrephes ruber,30
Postmonsoon,D2,Lecane aculeata,0
Postmonsoon,D2,Lecane bulla,0
Postmonsoon,D2,Limnogonus fossarum,30
Postmonsoon,D2,Lissemys punctata,0
Postmonsoon,D2,Macrobrachium equidens,3
Postmonsoon,D2,Macrobrachium malcolmsonii,3
Postmonsoon,D2,Macrobrachium rosenbergii,3
Postmonsoon,D2,Macrobrachium rude,3
Postmonsoon,D2,Macrognathus pancalus,3
Postmonsoon,D2,Macrothrix goeldi,0
Postmonsoon,D2,Macrothrix spinosa,0
Postmonsoon,D2,Mastacembelus armatus,3
Postmonsoon,D2,Merops orientalis,0
Postmonsoon,D2,Merops philippinus,0
Postmonsoon,D2,Mesocyclops leukarti,0
Postmonsoon,D2,Metopidius indicus,0
Postmonsoon,D2,Microcarbo niger,0
Postmonsoon,D2,Microhyla mymensinghensis,0
Postmonsoon,D2,Minervarya agricola,1
Postmonsoon,D2,Mosquito larvae,10
Postmonsoon,D2,Motacilla alba,0
Postmonsoon,D2,Motacilla citreola,0
Postmonsoon,D2,Motacilla tschutschensis,0
Postmonsoon,D2,Mycteria leucocephala,0
Postmonsoon,D2,Mystus tengara,3
Postmonsoon,D2,Mystus vittatus,3
Postmonsoon,D2,Naja naja,0
Postmonsoon,D2,Netta rufina,0
Postmonsoon,D2,Nettapus coromandelianus,0
Postmonsoon,D2,Netuma thalassina,46
Postmonsoon,D2,Notopterus notopterus,3
Postmonsoon,D2,Numenius arquata,0
Postmonsoon,D2,Nycticorax nycticorax,0
Postmonsoon,D2,Odonata sp.,0
Postmonsoon,D2,Oreochromis niloticus,3
Postmonsoon,D2,Oriolus kundoo,0
Postmonsoon,D2,Oriolus xanthornus,0
Postmonsoon,D2,Parambassis baculis,23
Postmonsoon,D2,Pethia phutunio,21
Postmonsoon,D2,Phalacrocorax fuscicollis,0
Postmonsoon,D2,Plegadis falcinellus,0
Postmonsoon,D2,Pluvialis fulva,0
Postmonsoon,D2,Polypedates maculatus,0
Postmonsoon,D2,Porphyrio poliocephalus,0
Postmonsoon,D2,Prionailurus viverrinus,0
Postmonsoon,D2,Puntius vittatus,21
Postmonsoon,D2,Ranatra elongata,73
Postmonsoon,D2,Ranatra filiformis,79
Postmonsoon,D2,Ranatra varipes,65
Postmonsoon,D2,Rasbora daniconius,23
Postmonsoon,D2,Scapholeberis kingi,0
Postmonsoon,D2,Spatula querquedula,0
Postmonsoon,D2,Spilornis cheela,0
Postmonsoon,D2,Sterna aurantia,0
Postmonsoon,D2,Sternula albifrons,0
Postmonsoon,D2,Tachybaptus ruficollis,0
Postmonsoon,D2,Tadorna ferruginea,0
Postmonsoon,D2,Tadploes,3
Postmonsoon,D2,Threskiornis melanocephalus,0
Postmonsoon,D2,Trichogaster fasciata,16
Postmonsoon,D2,Trichogaster lalius,6
Postmonsoon,D2,Tringa glareola,0
Postmonsoon,D2,Tringa nebularia,0
Postmonsoon,D2,Tringa ochropus,0
Postmonsoon,D2,Tringa stagnatilis,0
Postmonsoon,D2,Tringa tetanus,0
Postmonsoon,D2,Vanellus indicus,0
Postmonsoon,D2,Vanellus malabaricus,0
Postmonsoon,D2,Varanus bengalensis,0
Postmonsoon,D2,Xenentodon cancila,3
Postmonsoon,D2,Xenus cinereus,0
Postmonsoon,D3,Acridotheres ginginianus,1
Postmonsoon,D3,Alcedo atthis,0
Postmonsoon,D3,Alona pulchella,0
Postmonsoon,D3,Amaurornis phoenicurus,0
Postmonsoon,D3,Anas acuta,20
Postmonsoon,D3,Anas poecilorhyncha,20
Postmonsoon,D3,Anastomus oscitans,20
Postmonsoon,D3,Anhinga melanogaster,20
Postmonsoon,D3,Anisops campbelli,0
Postmonsoon,D3,Aplocheilus panchax,154
Postmonsoon,D3,Aquarius adelaides,0
Postmonsoon,D3,Arcella discoides,0
Postmonsoon,D3,Ardea alba,1
Postmonsoon,D3,Ardea cinerea,1
Postmonsoon,D3,Ardea intermedia,1
Postmonsoon,D3,Ardea purpurea,0
Postmonsoon,D3,Ardeola grayii,1
Postmonsoon,D3,Asplanchna brightwelli,0
Postmonsoon,D3,Badis badis,148
Postmonsoon,D3,Big fish juveniles,0
Postmonsoon,D3,Brachionus calyciflorus,0
Postmonsoon,D3,Brachionus forficula,0
Postmonsoon,D3,Bubulcus ibis,0
Postmonsoon,D3,Calidris minuta,20
Postmonsoon,D3,Carp sp.,0
Postmonsoon,D3,Centropus bengalensis,21
Postmonsoon,D3,Centropyxis aculeata,0
Postmonsoon,D3,Ceryle rudis,0
Postmonsoon,D3,Channa gachua,1
Postmonsoon,D3,Channa punctata,1
Postmonsoon,D3,Channa striata,1
Postmonsoon,D3,Charadrius dubius,20
Postmonsoon,D3,Chlidonias hybrida,0
Postmonsoon,D3,Chroicocephalus brunnicephalus,0
Postmonsoon,D3,Circus aeruginosus,1
Postmonsoon,D3,Coracias benghalensis,0
Postmonsoon,D3,Coronatella rectangula,0
Postmonsoon,D3,Dendrocygna javanica,20
Postmonsoon,D3,Detritus,0
Postmonsoon,D3,Dicrurus caerulescens,0
Postmonsoon,D3,Diplonychus annulatus,3
Postmonsoon,D3,Diplonychus rusticus,1
Postmonsoon,D3,Duttaphrynus melanostictus,20
Postmonsoon,D3,Egretta garzetta,1
Postmonsoon,D3,Enhydris enhydris,20
Postmonsoon,D3,Euphlyctis cyanophlyctis,20
Postmonsoon,D3,Felis chaus,3
Postmonsoon,D3,Fowlea piscator,40
Postmonsoon,D3,Fulica atra,20
Postmonsoon,D3,Gallinula chloropus,21
Postmonsoon,D3,Glossogobius giuris,0
